num_threads=1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Critical section (s),upper_bound=10,upper_bound=100,upper_bound=1000,upper_bound=10000,upper_bound=100000,upper_bound=1000000,,,,,,,,,,,,
num_threads=1,0.000007459,0.000090093,0.001163613,0.014246344,0.136837958,1.422453450,,,,,,,,,,,,
num_threads=2,0.000448900,0.0003031281,0.0008074387,0.008143453,0.0832292995,0.8214361243,,,,,,,,,,,,
num_threads=4,0.0014026106,0.0008664913,0.0035329599,0.004628494,0.0520766038,0.7146114758,,,,,,,,,,,,
num_threads=8,0.0105941626,0.0121393403,0.0123255583,0.012174728,0.058074949,0.7517777936,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
UCO (#),upper_bound=10,upper_bound=100,upper_bound=1000,upper_bound=10000,upper_bound=100000,upper_bound=1000000,,,,,,,,,,,,
num_threads=1,2.00,72.00,"1,127.00","14,301.00","166,401.00","1,853,709.00",,,,,,,,,,,,
num_threads=2,2.50,84.00,"1,251.50","15,550.50","178,900.50","1,853,709.00",,,,,,,,,,,,
num_threads=4,2.50,93.00,"1,348.00","17,632.50","188,622.00","2,187,040.50",,,,,,,,,,,,
num_threads=8,2.50,93.00,"1,348.00","17,008.00","189,322.50","2,075,930.00",,,,,,,,,,,,
